"","INCIDENT_ADDRESS","BOROUGH","COMMUNITY_BOARD","POLICE_PRECINCT","CITY_COUNCIL_DISTRICT","BBL","CREATED_DATE","STATUS","RESOLUTION_ACTION","CLOSED_DATE","X_COORDINATE","Y_COORDINATE","dispatched","resolution","date","responseTime","dow","weekday","latlong","count"
"426","2400 AMSTERDAM AVENUE","MANHATTAN","12 MANHATTAN","Precinct 34",10,1021520053,"01/03/2018","Open","Site to be cleaned.","",1003121,247834,0,"in process","2018/01",NA,"Wednesday",1,"1003121,247834",1
"427","565 WEST  125 STREET","MANHATTAN","09 MANHATTAN","Precinct 26",7,1019820063,"01/17/2018","Open","Site to be cleaned.","",995902,236299,0,"in process","2018/01",NA,"Wednesday",1,"995902,236299",2
"428","2708 BROADWAY","MANHATTAN","07 MANHATTAN","Precinct 24",7,1018750146,"12/26/2017","Open","Site to be cleaned.","",993021,230565,0,"in process","2017/12",NA,"Tuesday",1,"993021,230565",1
"429","29 AVENUE A","MANHATTAN","03 MANHATTAN","Precinct 9",2,1004300010,"12/11/2017","Open","Site to be cleaned.","",988229,202749,0,"in process","2017/12",NA,"Monday",1,"988229,202749",4
"430","3569 BROADWAY","MANHATTAN","09 MANHATTAN","Precinct 30",7,1020930029,"12/07/2017","Open","Site to be cleaned.","",998141,240698,0,"in process","2017/12",NA,"Thursday",1,"998141,240698",1
"431","578 WEST  156 STREET","MANHATTAN","12 MANHATTAN","Precinct 33",7,1021140005,"12/07/2017","Open","Site to be cleaned.","",999499,242855,0,"in process","2017/12",NA,"Thursday",1,"999499,242855",1
"432","1971 AMSTERDAM AVENUE","MANHATTAN","12 MANHATTAN","Precinct 33",7,1021080056,"12/07/2017","Open","Site to be cleaned.","",1000358,242831,0,"in process","2017/12",NA,"Thursday",1,"1000358,242831",1
"433","538 EAST   14 STREET","MANHATTAN","03 MANHATTAN","Precinct 9",2,1004070027,"12/18/2017","Open","Site to be cleaned.","",990092,205170,0,"in process","2017/12",NA,"Monday",1,"990092,205170",1
"434","183 AVENUE B","MANHATTAN","03 MANHATTAN","Precinct 9",2,1003940005,"12/20/2017","Open","Site to be cleaned.","",990003,204419,0,"in process","2017/12",NA,"Wednesday",1,"990003,204419",1
"435","143 WEST   26 STREET","MANHATTAN","05 MANHATTAN","Precinct 13",3,1008020017,"12/15/2017","Open","Site to be cleaned.","",986269,210831,0,"in process","2017/12",NA,"Friday",1,"986269,210831",1
"436","154 10 AVENUE","MANHATTAN","04 MANHATTAN","Precinct 10",3,1007170077,"11/04/2017","Open","Site to be cleaned.","",982674,210914,0,"in process","2017/11",NA,"Saturday",1,"982674,210914",1
"437","2587 BROADWAY","MANHATTAN","07 MANHATTAN","Precinct 24",6,1018690013,"07/26/2017","Closed","Cleaning crew dispatched.  Property cleaned.","09/12/2017",992252,229137,1,"Cleaning crew dispatched.  Property cleaned.","2017/07",48,"Wednesday",1,"992252,229137",1
"438","522 WEST   38 STREET","MANHATTAN","04 MANHATTAN","Precinct 10",3,1007090052,"08/29/2017","Closed","Cleaning crew dispatched.  Property cleaned.","11/27/2017",984685,215284,1,"Cleaning crew dispatched.  Property cleaned.","2017/08",90,"Tuesday",1,"984685,215284",1
"439","65 BLEEKER STREET","MANHATTAN","02 MANHATTAN","Precinct 9",1,1005290072,"04/16/2017","Closed","Cleaning crew dispatched.  Property cleaned.","07/11/2017",985588,203852,1,"Cleaning crew dispatched.  Property cleaned.","2017/04",86,"Sunday",0,"985588,203852",1
"440","510 WEST   50 STREET","MANHATTAN","04 MANHATTAN","Precinct 18",3,1010780023,"04/11/2017","Closed","Cleaning crew dispatched.  Cannot locate property.","06/19/2017",986380,217949,1,"Cleaning crew dispatched.  Cannot locate property.","2017/04",69,"Tuesday",1,"986380,217949",2
"441","685 WASHINGTON STREET","MANHATTAN","02 MANHATTAN","Precinct 6",3,1006320001,"03/11/2017","Closed","Cleaning crew dispatched.  Cannot locate property.","05/17/2017",981901,206748,1,"Cleaning crew dispatched.  Cannot locate property.","2017/03",67,"Saturday",1,"981901,206748",1
"442","17 A AVENUE","MANHATTAN","03 MANHATTAN","Precinct 9",2,1004290035,"03/10/2017","Closed","Cleaning crew dispatched.  Owner refused.","04/19/2017",988143,202593,1,"Cleaning crew dispatched.  Owner refused.","2017/03",40,"Friday",1,"988143,202593",1
"443","113 RIVINGTON STREET","MANHATTAN","03 MANHATTAN","Precinct 7",1,1004100051,"08/26/2017","Closed","Cleaning crew dispatched.  Property cleaned.","11/06/2017",987629,201557,1,"Cleaning crew dispatched.  Property cleaned.","2017/08",72,"Saturday",1,"987629,201557",1
"444","31 CHAMBERS STREET","MANHATTAN","01 MANHATTAN","Precinct 5",1,1001530024,"10/11/2017","Closed","Cleaning crew dispatched. No graffiti on property.","11/02/2017",982965,199188,1,"Cleaning crew dispatched. No graffiti on property.","2017/10",22,"Wednesday",1,"982965,199188",1
"445","230 GRAND STREET","MANHATTAN","02 MANHATTAN","Precinct 5",1,1004700064,"09/25/2017","Closed","Cleaning crew dispatched.  Property cleaned.","10/25/2017",985567,201091,1,"Cleaning crew dispatched.  Property cleaned.","2017/09",30,"Monday",1,"985567,201091",1
"446","108 DELANCEY STREET","MANHATTAN","03 MANHATTAN","Precinct 7",1,1004100067,"09/17/2017","Closed","Cleaning crew dispatched.  Property cleaned.","10/17/2017",987421,201108,1,"Cleaning crew dispatched.  Property cleaned.","2017/09",30,"Sunday",0,"987421,201108",3
"447","826 6 AVENUE","MANHATTAN","05 MANHATTAN","Precinct 13",3,1008300005,"07/11/2017","Closed","Cleaning crew dispatched.  Property cleaned.","08/04/2017",986951,211206,1,"Cleaning crew dispatched.  Property cleaned.","2017/07",24,"Tuesday",1,"986951,211206",2
"448","3 LUDLOW STREET","MANHATTAN","03 MANHATTAN","Precinct 7",1,1002980032,"07/02/2017","Closed","Cleaning crew dispatched.  Property cleaned.","07/28/2017",986729,199713,1,"Cleaning crew dispatched.  Property cleaned.","2017/07",26,"Sunday",0,"986729,199713",5
"449","121 ORCHARD STREET","MANHATTAN","03 MANHATTAN","Precinct 7",1,1004150076,"06/22/2017","Closed","Cleaning crew dispatched.  Property cleaned.","07/25/2017",987152,201415,1,"Cleaning crew dispatched.  Property cleaned.","2017/06",33,"Thursday",1,"987152,201415",4
"450","85 LUDLOW STREET","MANHATTAN","03 MANHATTAN","Precinct 7",1,1004090023,"07/29/2017","Closed","Cleaning crew dispatched.  Owner refused.","09/15/2017",987203,200923,1,"Cleaning crew dispatched.  Owner refused.","2017/07",48,"Saturday",1,"987203,200923",2
"451","84 MADISON STREET","MANHATTAN","03 MANHATTAN","Precinct 5",1,1002760047,"07/29/2017","Closed","Cleaning crew dispatched.  Property cleaned.","09/15/2017",985365,198733,1,"Cleaning crew dispatched.  Property cleaned.","2017/07",48,"Saturday",1,"985365,198733",1
"452","115 1 AVENUE","MANHATTAN","03 MANHATTAN","Precinct 9",2,1004490038,"07/23/2017","Closed","Cleaning crew dispatched. No graffiti on property.","10/05/2017",988219,204168,1,"Cleaning crew dispatched. No graffiti on property.","2017/07",74,"Sunday",0,"988219,204168",1
"453","247 WEST   26 STREET","MANHATTAN","05 MANHATTAN","Precinct 10",3,1007760011,"10/02/2017","Closed","Cleaning crew dispatched.  Property cleaned.","12/04/2017",985465,211278,1,"Cleaning crew dispatched.  Property cleaned.","2017/10",63,"Monday",1,"985465,211278",1
"454","27 LUDLOW STREET","MANHATTAN","03 MANHATTAN","Precinct 7",1,1002980020,"10/23/2017","Closed","Cleaning crew dispatched.  Property cleaned.","11/27/2017",986825,199959,1,"Cleaning crew dispatched.  Property cleaned.","2017/10",35,"Monday",1,"986825,199959",4
"455","1633 LEXINGTON AVENUE","MANHATTAN","11 MANHATTAN","Precinct 23",8,1016310022,"10/11/2017","Closed","Cleaning crew dispatched.  Property cleaned.","11/15/2017",998767,227265,1,"Cleaning crew dispatched.  Property cleaned.","2017/10",35,"Wednesday",1,"998767,227265",1
"456","2394 7 AVENUE","MANHATTAN","10 MANHATTAN","Precinct 32",9,1020250034,"10/07/2017","Closed","Cleaning crew dispatched. No graffiti on property.","11/15/2017",1000439,237420,1,"Cleaning crew dispatched. No graffiti on property.","2017/10",39,"Saturday",1,"1000439,237420",1
"457","68 WEST    9 STREET","MANHATTAN","02 MANHATTAN","Precinct 6",3,1005720008,"03/30/2017","Closed","Cleaning crew dispatched.  Property cleaned.","07/12/2017",984604,206698,1,"Cleaning crew dispatched.  Property cleaned.","2017/03",104,"Thursday",1,"984604,206698",1
"458","2245 8 AVENUE","MANHATTAN","10 MANHATTAN","Precinct 28",9,1019480029,"05/14/2017","Closed","Cleaning crew dispatched.  Cannot locate property.","06/22/2017",997252,233526,1,"Cleaning crew dispatched.  Cannot locate property.","2017/05",39,"Sunday",0,"997252,233526",1
"459","57 DELANCEY STREET","MANHATTAN","03 MANHATTAN","Precinct 5",1,1004140005,"04/09/2017","Closed","Cleaning crew dispatched.  Cannot locate property.","06/22/2017",986720,201379,1,"Cleaning crew dispatched.  Cannot locate property.","2017/04",74,"Sunday",0,"986720,201379",4
"460","527 GRAND STREET","MANHATTAN","03 MANHATTAN","Precinct 7",1,1002880036,"04/28/2017","Closed","Cleaning crew dispatched.  Property cleaned.","06/02/2017",989240,199609,1,"Cleaning crew dispatched.  Property cleaned.","2017/04",35,"Friday",1,"989240,199609",2
"461","2 ST NICHOLAS TERRACE","MANHATTAN","09 MANHATTAN","Precinct 26",9,1019540012,"04/17/2017","Closed","Cleaning crew dispatched.  Property cleaned.","05/26/2017",997493,235258,1,"Cleaning crew dispatched.  Property cleaned.","2017/04",39,"Monday",1,"997493,235258",2
"462","22 LUDLOW STREET","MANHATTAN","03 MANHATTAN","Precinct 7",1,1002970008,"03/13/2017","Closed","Cleaning crew dispatched.  Property cleaned.","05/12/2017",986814,199916,1,"Cleaning crew dispatched.  Property cleaned.","2017/03",60,"Monday",1,"986814,199916",3
"463","281 GRAND STREET","MANHATTAN","03 MANHATTAN","Precinct 5",1,1003060019,"10/08/2017","Closed","Cleaning crew dispatched.  Property cleaned.","11/03/2017",986294,200780,1,"Cleaning crew dispatched.  Property cleaned.","2017/10",26,"Sunday",0,"986294,200780",1
"464","29 ORCHARD STREET","MANHATTAN","03 MANHATTAN","Precinct 7",1,1002990025,"08/18/2017","Closed","Cleaning crew dispatched.  Property cleaned.","10/25/2017",986592,199980,1,"Cleaning crew dispatched.  Property cleaned.","2017/08",68,"Friday",1,"986592,199980",2
"465","51 8 AVENUE","MANHATTAN","02 MANHATTAN","Precinct 6",3,1006260040,"08/31/2017","Closed","Cleaning crew dispatched.  Property cleaned.","10/16/2017",983178,208405,1,"Cleaning crew dispatched.  Property cleaned.","2017/08",46,"Thursday",1,"983178,208405",1
"466","127 RIVINGTON STREET","MANHATTAN","03 MANHATTAN","Precinct 7",1,1003530023,"08/26/2017","Closed","Cleaning crew dispatched.  Property cleaned.","10/13/2017",987858,201467,1,"Cleaning crew dispatched.  Property cleaned.","2017/08",48,"Saturday",1,"987858,201467",2
"467","2854 8 AVENUE","MANHATTAN","10 MANHATTAN","Precinct 32",9,1020380001,"07/12/2017","Closed","Cleaning crew dispatched.  Property cleaned.","09/18/2017",1001245,240718,1,"Cleaning crew dispatched.  Property cleaned.","2017/07",68,"Wednesday",1,"1001245,240718",2
"469","337 EAST   10 STREET","MANHATTAN","03 MANHATTAN","Precinct 9",2,1004040037,"07/29/2017","Closed","Cleaning crew dispatched.  Property cleaned.","09/13/2017",989655,204188,1,"Cleaning crew dispatched.  Property cleaned.","2017/07",46,"Saturday",1,"989655,204188",1
"470","4 WEST  111 STREET","MANHATTAN","10 MANHATTAN","Precinct 28",9,1015940040,"08/08/2017","Closed","Cleaning crew dispatched. No graffiti on property.","09/11/2017",998285,229902,1,"Cleaning crew dispatched. No graffiti on property.","2017/08",34,"Tuesday",1,"998285,229902",3
"471","157 AVENUE C","MANHATTAN","03 MANHATTAN","Precinct 9",2,1003920032,"06/19/2017","Closed","Cleaning crew dispatched.  Property cleaned.","08/10/2017",990434,203665,1,"Cleaning crew dispatched.  Property cleaned.","2017/06",52,"Monday",1,"990434,203665",2
"472","129 EAST   60 STREET","MANHATTAN","08 MANHATTAN","Precinct 19",4,1013950013,"06/16/2017","Closed","Cleaning crew dispatched. No graffiti on property.","08/10/2017",993052,217288,1,"Cleaning crew dispatched. No graffiti on property.","2017/06",55,"Friday",1,"993052,217288",1
"473","60 SHERMAN AVENUE","MANHATTAN","12 MANHATTAN","Precinct 34",10,1021750080,"07/06/2017","Closed","Cleaning crew dispatched.  Property cleaned.","07/27/2017",1004383,253751,1,"Cleaning crew dispatched.  Property cleaned.","2017/07",21,"Thursday",1,"1004383,253751",1
"474","203 EAST   38 STREET","MANHATTAN","06 MANHATTAN","Precinct 17",4,1009190001,"05/18/2017","Closed","Cleaning crew dispatched.  Property cleaned.","07/14/2017",990878,211855,1,"Cleaning crew dispatched.  Property cleaned.","2017/05",57,"Thursday",1,"990878,211855",2
"475","311 WEST  117 STREET","MANHATTAN","10 MANHATTAN","Precinct 28",9,1019440024,"05/06/2017","Closed","Cleaning crew dispatched.  Owner refused.","06/20/2017",996626,232667,1,"Cleaning crew dispatched.  Owner refused.","2017/05",45,"Saturday",1,"996626,232667",1
"476","1360 YORK AVENUE","MANHATTAN","08 MANHATTAN","Precinct 19",5,1014840001,"03/14/2017","Closed","Cleaning crew dispatched.  Property cleaned.","06/06/2017",997127,218776,1,"Cleaning crew dispatched.  Property cleaned.","2017/03",84,"Tuesday",1,"997127,218776",1
"477","223 MADISON STREET","MANHATTAN","03 MANHATTAN","Precinct 7",1,1002710045,"07/31/2017","Closed","Cleaning crew dispatched.  Property cleaned.","09/22/2017",987356,198951,1,"Cleaning crew dispatched.  Property cleaned.","2017/07",53,"Monday",1,"987356,198951",1
"478","935 ST NICHOLAS AVENUE","MANHATTAN","12 MANHATTAN","Precinct 33",7,1021070072,"08/08/2017","Closed","Cleaning crew dispatched.  Property cleaned.","09/18/2017",1000583,242449,1,"Cleaning crew dispatched.  Property cleaned.","2017/08",41,"Tuesday",1,"1000583,242449",1
"479","127 EAST  107 STREET","MANHATTAN","11 MANHATTAN","Precinct 23",8,1016350017,"07/29/2017","Closed","Cleaning crew dispatched. No graffiti on property.","10/16/2017",999101,228256,1,"Cleaning crew dispatched. No graffiti on property.","2017/07",79,"Saturday",1,"999101,228256",1
"480","115 RIVINGTON STREET","MANHATTAN","03 MANHATTAN","Precinct 7",1,1004100052,"11/27/2017","Open","Site downloaded for cleaning","",987648,201549,0,"in process","2017/11",NA,"Monday",1,"987648,201549",1
"481","27 3 AVENUE","MANHATTAN","03 MANHATTAN","Precinct 9",2,1004640003,"10/17/2017","Open","Site downloaded for cleaning","",987104,205159,0,"in process","2017/10",NA,"Tuesday",1,"987104,205159",1
"483","82 EAST    7 STREET","MANHATTAN","03 MANHATTAN","Precinct 9",2,1004480025,"10/16/2017","Open","Site downloaded for cleaning","",988033,204224,0,"in process","2017/10",NA,"Monday",1,"988033,204224",1
"484","502 WEST  145 STREET","MANHATTAN","09 MANHATTAN","Precinct 30",7,1020760038,"12/07/2017","Open","Site to be cleaned.","",998625,240002,0,"in process","2017/12",NA,"Thursday",1,"998625,240002",1
"485","121 CHAMBERS STREET","MANHATTAN","01 MANHATTAN","Precinct 1",1,1001450010,"05/22/2017","Open","Mail returned / wrong address","",981855,199864,0,"other","2017/05",NA,"Monday",1,"981855,199864",1
"486","657 10 AVENUE","MANHATTAN","04 MANHATTAN","Precinct 18",3,1010750031,"01/03/2018","Open","Notice of Intent to Clean and Forever graffiti free form sent","",986057,217033,0,"in process","2018/01",NA,"Wednesday",1,"986057,217033",1
"487","757 ST NICHOLAS AVENUE","MANHATTAN","09 MANHATTAN","Precinct 30",9,1020630029,"01/25/2018","Open","Notice of Intent to Clean and Forever graffiti free form sent","",999936,240239,0,"in process","2018/01",NA,"Thursday",1,"999936,240239",1
"488","148 MADISON STREET","MANHATTAN","03 MANHATTAN","Precinct 5",1,1002747502,"11/27/2017","Open","Site downloaded for cleaning","",986193,198827,0,"in process","2017/11",NA,"Monday",1,"986193,198827",1
"489","3426 BROADWAY","MANHATTAN","09 MANHATTAN","Precinct 30",7,1020710001,"11/16/2017","Open","Site downloaded for cleaning","",997249,239077,0,"in process","2017/11",NA,"Thursday",1,"997249,239077",2
"490","141 1 AVENUE","MANHATTAN","03 MANHATTAN","Precinct 9",2,1004500031,"11/16/2017","Open","Site downloaded for cleaning","",988398,204492,0,"in process","2017/11",NA,"Thursday",1,"988398,204492",3
"491","64 DELANCEY STREET","MANHATTAN","03 MANHATTAN","Precinct 5",1,1004150041,"10/06/2017","Open","Site downloaded for cleaning","",986770,201366,0,"in process","2017/10",NA,"Friday",1,"986770,201366",2
"492","29 WEST   27 STREET","MANHATTAN","05 MANHATTAN","Precinct 13",3,1008290020,"10/08/2017","Open","Site downloaded for cleaning","",987212,210601,0,"in process","2017/10",NA,"Sunday",0,"987212,210601",1
"493","97 AVENUE A","MANHATTAN","03 MANHATTAN","Precinct 9",2,1004340035,"02/05/2018","Open","Site to be cleaned.","",988723,203640,0,"in process","2018/02",NA,"Monday",1,"988723,203640",3
"494","250 10 AVENUE","MANHATTAN","04 MANHATTAN","Precinct 10",3,1007220078,"01/03/2018","Open","Site to be cleaned.","",983293,212034,0,"in process","2018/01",NA,"Wednesday",1,"983293,212034",1
"495","52 CANAL STREET","MANHATTAN","03 MANHATTAN","Precinct 7",1,1002940022,"01/18/2018","Open","Site to be cleaned.","",986528,199718,0,"in process","2018/01",NA,"Thursday",1,"986528,199718",2
"496","144 EAST BROADWAY","MANHATTAN","03 MANHATTAN","Precinct 7",1,1002830063,"01/09/2018","Open","Site to be cleaned.","",986688,199397,0,"in process","2018/01",NA,"Tuesday",1,"986688,199397",2
"497","3596 BROADWAY","MANHATTAN","09 MANHATTAN","Precinct 30",7,1020790061,"12/07/2017","Open","Site to be cleaned.","",998324,241018,0,"in process","2017/12",NA,"Thursday",1,"998324,241018",1
"498","104 AVENUE B","MANHATTAN","03 MANHATTAN","Precinct 9",2,1004020037,"12/20/2017","Open","Site to be cleaned.","",989414,203368,0,"in process","2017/12",NA,"Wednesday",1,"989414,203368",1
"499","197 MADISON STREET","MANHATTAN","03 MANHATTAN","Precinct 7",1,1002730020,"12/15/2017","Open","Site to be cleaned.","",986922,198905,0,"in process","2017/12",NA,"Friday",1,"986922,198905",1
"500","172 EAST    4 STREET","MANHATTAN","03 MANHATTAN","Precinct 9",2,1004310025,"07/29/2017","Open","Site to be cleaned.","",988216,203271,0,"in process","2017/07",NA,"Saturday",1,"988216,203271",1
"501","73 ALLEN STREET","MANHATTAN","03 MANHATTAN","Precinct 5",1,1004130023,"05/11/2017","Closed","Cleaning crew dispatched.  Property cleaned.","07/20/2017",986701,200754,1,"Cleaning crew dispatched.  Property cleaned.","2017/05",70,"Thursday",1,"986701,200754",3
"502","66 ALLEN STREET","MANHATTAN","03 MANHATTAN","Precinct 7",1,1003080014,"10/23/2017","Closed","Cleaning crew dispatched.  Property cleaned.","11/27/2017",986635,200563,1,"Cleaning crew dispatched.  Property cleaned.","2017/10",35,"Monday",1,"986635,200563",2
"505","39 EAST   31 STREET","MANHATTAN","05 MANHATTAN","Unspecified",2,1008610031,"03/27/2017","Closed","Cleaning crew dispatched.  Property cleaned.","06/08/2017",988718,210945,1,"Cleaning crew dispatched.  Property cleaned.","2017/03",73,"Monday",1,"988718,210945",1
"506","158 BOWERY","MANHATTAN","02 MANHATTAN","Precinct 5",1,1004780038,"03/09/2017","Closed","Cleaning crew dispatched.  Property cleaned.","04/20/2017",985832,201498,1,"Cleaning crew dispatched.  Property cleaned.","2017/03",42,"Thursday",1,"985832,201498",2
