INCIDENT_ADDRESS,BOROUGH,COMMUNITY_BOARD,POLICE_PRECINCT,CITY_COUNCIL_DISTRICT,BBL,CREATED_DATE,STATUS,RESOLUTION_ACTION,CLOSED_DATE,X_COORDINATE,Y_COORDINATE
235 ELDRIDGE STREET,MANHATTAN,03 MANHATTAN,Precinct 5,01,1004220062,10/06/2017,Closed,Cleaning crew dispatched.  Owner refused.,11/15/2017,987083,202484
180 BAY   35 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,47,3068890045,06/25/2017,Closed,Cleaning crew dispatched.  Property cleaned.,07/12/2017,985890,156387
53-07 106 STREET,QUEENS,04 QUEENS,Precinct 110,21,4019440129,05/07/2017,Closed,Cleaning crew dispatched.  Property cleaned.,07/12/2017,1024397,209745
215 LENOX AVENUE,MANHATTAN,10 MANHATTAN,Precinct 28,09,1019050036,06/03/2017,Closed,Cleaning crew dispatched.  Cannot locate property.,06/29/2017,998784,232574
170 ATLANTIC AVENUE,BROOKLYN,06 BROOKLYN,Precinct 76,39,3002860011,05/17/2017,Closed,Cleaning crew dispatched.  Owner refused.,06/28/2017,985993,190681
339 SARATOGA AVENUE,BROOKLYN,16 BROOKLYN,Precinct 73,41,3014530011,04/13/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/23/2017,1007357,184878
560 MANHATTAN AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33,3026800031,06/09/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/19/2017,998111,202478
317 1 AVENUE,MANHATTAN,06 MANHATTAN,Precinct 13,02,1009240032,03/23/2017,Closed,Cleaning crew dispatched.  Owner refused.,06/16/2017,989650,206684
53 SECOND AVENUE,MANHATTAN,03 MANHATTAN,Precinct 9,02,1004590035,04/08/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/16/2017,987074,203661
1785 78 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,43,3062480051,04/29/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/07/2017,984712,162252
1703 65 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,38,3055460001,02/21/2017,Closed,Cleaning crew dispatched. No graffiti on property.,06/05/2017,986447,165265
26-05 23 AVENUE,QUEENS,01 QUEENS,Precinct 114,22,4008560102,04/13/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/02/2017,1007573,222166
1039 DEAN STREET,BROOKLYN,08 BROOKLYN,Precinct 77,35,3011340060,03/26/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/01/2017,996518,186164
652 AMSTERDAM AVENUE,MANHATTAN,07 MANHATTAN,Precinct 24,06,1012390035,02/17/2017,Closed,Cleaning crew dispatched.  Property cleaned.,05/22/2017,991905,227586
852 AMSTERDAM AVENUE,MANHATTAN,07 MANHATTAN,Precinct 24,07,1018730034,03/07/2017,Closed,Cleaning crew dispatched.  Property cleaned.,05/19/2017,993175,229878
367 SMITH STREET,BROOKLYN,06 BROOKLYN,Precinct 76,39,3004600001,02/10/2017,Closed,Cleaning crew dispatched.  Property cleaned.,05/03/2017,985512,186782
995 FULTON STREET,BROOKLYN,02 BROOKLYN,Precinct 88,35,3019800163,02/13/2017,Closed,Cleaning crew dispatched.  Property cleaned.,05/03/2017,994490,188002
291 GRAND STREET,BROOKLYN,01 BROOKLYN,Precinct 90,34,3023830032,03/01/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/18/2017,996047,199042
142 HAMILTON PLACE,MANHATTAN,09 MANHATTAN,Precinct 30,07,1020750026,02/14/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/14/2017,998485,239598
30-65 14 STREET,QUEENS,01 QUEENS,Precinct 114,22,4005350017,02/20/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/07/2017,1003333,219584
66-40 MYRTLE AVENUE,QUEENS,05 QUEENS,Precinct 104,30,4037000019,03/02/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/05/2017,1015629,194850
106 FORSYTH STREET,MANHATTAN,03 MANHATTAN,Precinct 5,01,1004180035,10/03/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/14/2017,986267,201092
35 MADISON STREET,MANHATTAN,03 MANHATTAN,Precinct 5,01,1001160046,10/13/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/14/2017,984565,198630
28-15 36 AVENUE,QUEENS,01 QUEENS,Precinct 114,26,4003400049,09/01/2017,Closed,Cleaning crew dispatched.  Cannot locate property.,11/10/2017,1003104,215306
144 EAST BROADWAY,MANHATTAN,03 MANHATTAN,Precinct 7,01,1002830063,10/06/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/09/2017,986688,199397
361 HOOPER STREET,BROOKLYN,01 BROOKLYN,Precinct 90,34,3024240021,10/17/2017,Closed,Cleaning crew dispatched.  Cannot locate property.,11/08/2017,997403,197740
1683 MADISON STREET,QUEENS,05 QUEENS,Precinct 104,34,4034500043,10/12/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/08/2017,1009826,194474
1668 PITKIN AVENUE,BROOKLYN,16 BROOKLYN,Precinct 73,41,3035200040,10/10/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/06/2017,1008717,183212
402 WEST   40 STREET,MANHATTAN,04 MANHATTAN,Precinct 10,03,1007370040,08/16/2017,Closed,Cleaning crew dispatched. No graffiti on property.,11/02/2017,985965,215160
1002 DITMAS AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,40,3051970001,10/19/2017,Closed,Cleaning crew dispatched. No graffiti on property.,11/01/2017,993272,170730
250 KINGS HIGHWAY,BROOKLYN,11 BROOKLYN,Precinct 62,47,3066480023,10/11/2017,Closed,Cleaning crew dispatched.  Property cleaned.,10/27/2017,989380,159809
1150 ANDERSON AVENUE,BRONX,04 BRONX,Precinct 44,16,2025050050,08/08/2017,Closed,Cleaning crew dispatched.  Property cleaned.,10/18/2017,1005135,243758
693 BROADWAY,MANHATTAN,02 MANHATTAN,Precinct 6,01,1005357501,09/02/2017,Closed,Cleaning crew dispatched.  Property cleaned.,10/06/2017,985792,204583
628 COURTLANDT AVENUE,BRONX,01 BRONX,Precinct 40,17,2023980007,08/06/2017,Closed,Cleaning crew dispatched.  Property cleaned.,10/04/2017,1006761,237474
2468 LINDEN BOULEVARD,BROOKLYN,05 BROOKLYN,Precinct 75,42,3045040001,07/10/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/27/2017,1019609,182069
17 PIKE STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1002830047,07/29/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/22/2017,986323,199188
7110 BAY PARKWAY,BROOKLYN,11 BROOKLYN,Precinct 62,44,3061860040,07/10/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/22/2017,988359,161600
4004 5 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3007140040,07/14/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/22/2017,982973,176312
1171 FLATBUSH AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,45,3051880022,03/01/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/21/2017,996270,173027
162 ST NICHOLAS AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,37,3032710025,08/18/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/20/2017,1007400,195949
594 FIFTH AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,39,3010520054,03/02/2017,Closed,Cleaning crew dispatched.  Owner refused.,09/19/2017,986922,181325
177 2 AVENUE,MANHATTAN,03 MANHATTAN,Precinct 9,02,1004670035,08/07/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/13/2017,988054,205431
330 CENTRAL AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,34,3033050044,08/09/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/08/2017,1006324,192626
72 GRAHAM AVENUE,BROOKLYN,01 BROOKLYN,Precinct 90,34,3031060005,08/08/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/08/2017,1000179,195566
96-27 ATLANTIC AVENUE,QUEENS,09 QUEENS,Precinct 102,32,4089930037,07/29/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/07/2017,1026764,190251
1124 LIBERTY AVENUE,BROOKLYN,05 BROOKLYN,Precinct 75,37,3042020013,07/24/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/01/2017,1020930,186534
6114 3 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3057890043,06/29/2017,Closed,Cleaning crew dispatched.  Property cleaned.,08/29/2017,978350,172886
190 KNICKERBOCKER AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,34,3031650033,08/10/2017,Closed,Cleaning crew dispatched.  Owner refused.,08/28/2017,1004476,195679
944 NEWKIRK AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,40,3054250078,06/17/2017,Closed,Cleaning crew dispatched.  Property cleaned.,08/25/2017,993102,169995
2788 FULTON STREET,BROOKLYN,05 BROOKLYN,Precinct 75,37,3039460022,07/24/2017,Closed,Cleaning crew dispatched.  Owner refused.,08/24/2017,1014260,186310
1456 MYRTLE AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,37,3033080023,07/24/2017,Closed,Cleaning crew dispatched.  Property cleaned.,08/24/2017,1007390,193947
2543 7 AVENUE,MANHATTAN,10 MANHATTAN,Precinct 32,09,1020160050,07/22/2017,Closed,Cleaning crew dispatched.  Cannot locate property.,08/23/2017,1001405,239151
617 FLATBUSH AVENUE,BROOKLYN,09 BROOKLYN,Precinct 71,40,3050370003,07/10/2017,Closed,Cleaning crew dispatched.  Property cleaned.,08/21/2017,995224,179100
201 EAST   36 STREET,MANHATTAN,06 MANHATTAN,Precinct 17,04,1009177501,07/11/2017,Closed,Cleaning crew dispatched.  Property cleaned.,08/04/2017,990609,211415
96 3 AVENUE,MANHATTAN,03 MANHATTAN,Precinct 9,02,1005580032,07/10/2017,Closed,Cleaning crew dispatched.  Property cleaned.,07/31/2017,987596,206069
107 MADISON STREET,MANHATTAN,03 MANHATTAN,Precinct 5,01,1002770017,07/04/2017,Closed,Cleaning crew dispatched.  Property cleaned.,07/28/2017,985600,198767
291 BROOME STREET,MANHATTAN,03 MANHATTAN,Precinct 5,01,1004180044,07/06/2017,Closed,Cleaning crew dispatched.  Property cleaned.,07/28/2017,986501,201088
5215 8 AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,38,3056580004,07/13/2017,Closed,Cleaning crew dispatched.  Property cleaned.,07/27/2017,982859,172391
159 ELDRIDGE STREET,MANHATTAN,03 MANHATTAN,Precinct 5,01,1004200070,06/25/2017,Closed,Cleaning crew dispatched.  Property cleaned.,07/26/2017,986725,201566
1941 MCDONALD AVENUE,BROOKLYN,15 BROOKLYN,Precinct 61,44,3066580071,05/06/2017,Closed,Cleaning crew dispatched.  Property cleaned.,07/19/2017,991935,159785
5912 FIFTH AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008630043,06/09/2017,Closed,Cleaning crew dispatched.  Property cleaned.,07/14/2017,979889,172422
8002 5 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43,3059890043,05/31/2017,Closed,Cleaning crew dispatched.  Property cleaned.,07/14/2017,977529,167223
2583 EAST   19 STREET,BROOKLYN,15 BROOKLYN,Precinct 61,48,3074400052,10/15/2017,Closed,Cleaning crew dispatched. No graffiti on property.,10/30/2017,997961,153849
279 IRVING AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,37,3033100001,10/31/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/27/2017,1007619,194241
432 WEST   38 STREET,MANHATTAN,04 MANHATTAN,Precinct 10,03,1007350057,08/15/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/27/2017,985331,214921
228 JEFFERSON STREET,BROOKLYN,04 BROOKLYN,Precinct 83,34,3031740010,05/02/2017,Closed,Cleaning crew dispatched.  Property cleaned.,07/10/2017,1004233,195260
1683 WEST    2 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,44,3066300048,05/29/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/30/2017,991023,160394
3866 ORLOFF AVENUE,BRONX,08 BRONX,Precinct 50,11,2032630180,04/04/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/28/2017,1012982,261435
845 EASTERN PARKWAY,BROOKLYN,08 BROOKLYN,Precinct 77,35,3012650057,05/17/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/23/2017,1000777,183131
1670 TOWNSEND AVENUE,BRONX,05 BRONX,Precinct 46,14,2028480050,05/23/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/22/2017,1008481,247500
173 BEDFORD AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33,3023200006,05/29/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/22/2017,996068,200922
1420 MINFORD PLACE,BRONX,03 BRONX,Precinct 42,17,2029770080,06/01/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/21/2017,1014315,242843
404 EAST  140 STREET,BRONX,01 BRONX,Precinct 40,08,2022840010,04/16/2017,Closed,Cleaning crew dispatched. No graffiti on property.,06/21/2017,1006026,234442
144-60 41 AVENUE,QUEENS,07 QUEENS,Precinct 109,20,4050500029,04/09/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/12/2017,1033849,216466
24-49 89 STREET,QUEENS,03 QUEENS,Precinct 115,22,4011010034,02/24/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/12/2017,1017466,218107
8895 18 AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,43,3064630107,03/22/2017,Closed,Cleaning crew dispatched. No graffiti on property.,06/07/2017,981857,158427
58-08 84 STREET,QUEENS,05 QUEENS,Precinct 104,30,4029100010,03/06/2017,Closed,Cleaning crew dispatched. No graffiti on property.,06/07/2017,1018183,205016
30 ALABAMA AVENUE,BROOKLYN,05 BROOKLYN,Precinct 75,37,3036660026,03/29/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/01/2017,1012024,185635
210 WEST  133 STREET,MANHATTAN,10 MANHATTAN,Precinct 32,09,1019380044,02/17/2017,Closed,Cleaning crew dispatched. No graffiti on property.,05/31/2017,999393,235943
2356 EAST   23 STREET,BROOKLYN,15 BROOKLYN,Precinct 61,48,3074050221,03/23/2017,Closed,Cleaning crew dispatched. No graffiti on property.,05/24/2017,998843,155699
1684 ROCKAWAY PARKWAY,BROOKLYN,18 BROOKLYN,Precinct 69,46,3082420043,03/01/2017,Closed,Cleaning crew dispatched.  Property cleaned.,05/02/2017,1012876,172543
2003 HAVILAND AVENUE,BRONX,09 BRONX,Precinct 43,18,2038010083,03/06/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/17/2017,1023953,241596
96 SUYDAM STREET,BROOKLYN,04 BROOKLYN,Precinct 83,34,3032170001,02/12/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/11/2017,1003958,193581
13-09 40 AVENUE,QUEENS,01 QUEENS,Precinct 114,26,4004710693,03/07/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/05/2017,1000341,214565
141-01 72 AVENUE,QUEENS,08 QUEENS,Precinct 107,24,4066200001,09/28/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/01/2017,1033102,203874
30-11 35 AVENUE,QUEENS,01 QUEENS,Precinct 114,26,4006070004,08/13/2017,Closed,Cleaning crew dispatched.  Property cleaned.,10/26/2017,1003887,215600
30-64 12 STREET,QUEENS,01 QUEENS,Precinct 114,26,4005050044,08/13/2017,Closed,Cleaning crew dispatched.  Property cleaned.,10/26/2017,1002938,219800
105 EAST  177 STREET,BRONX,05 BRONX,Precinct 46,14,2028060001,08/13/2017,Closed,Cleaning crew dispatched.  Property cleaned.,10/23/2017,1009783,248829
1308 PLIMPTON AVENUE,BRONX,04 BRONX,Precinct 44,16,2025210047,08/16/2017,Closed,Cleaning crew dispatched.  Property cleaned.,10/19/2017,1005127,245462
2348 UNIVERSITY AVENUE,BRONX,07 BRONX,Precinct 52,14,2032120053,09/17/2017,Closed,Cleaning crew dispatched.  Property cleaned.,10/18/2017,1010245,253171
197 NORTH    6 STREET,BROOKLYN,01 BROOKLYN,Precinct 94,33,3023290039,08/19/2017,Closed,Cleaning crew dispatched.  Property cleaned.,10/17/2017,996293,200210
185-18 144 AVENUE,QUEENS,12 QUEENS,Precinct 113,31,4130940059,07/17/2017,Closed,Cleaning crew dispatched.  Property cleaned.,10/16/2017,1051207,182469
4810 8 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3007770139,08/16/2017,Closed,Cleaning crew dispatched.  Property cleaned.,10/12/2017,983506,173217
2872 BAILEY AVENUE,BRONX,08 BRONX,Precinct 50,14,2032600017,07/12/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/20/2017,1010692,258195
442 THROOP AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,36,3018000047,05/25/2017,Closed,Cleaning crew dispatched.  Property cleaned.,08/02/2017,1000305,190233
593 GATES AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,36,3018100061,06/12/2017,Closed,Cleaning crew dispatched.  Property cleaned.,08/02/2017,1000023,189605
310 GATES AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,36,3019860029,07/13/2017,Closed,Cleaning crew dispatched. No graffiti on property.,08/01/2017,996809,189111
315 AVENUE M,BROOKLYN,12 BROOKLYN,Precinct 66,44,3065390048,04/16/2017,Closed,Cleaning crew dispatched.  Property cleaned.,07/31/2017,992066,163964
739 DEKALB AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,36,3017750055,05/13/2017,Closed,Cleaning crew dispatched.  Property cleaned.,07/17/2017,999018,191365
1148 79 STREET,BROOKLYN,10 BROOKLYN,Precinct 68,43,3062660025,09/01/2017,Closed,10-91 - Non-Crime Corrected,09/02/2017,980606,165168
7002 13 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43,3061660041,09/26/2017,Closed,10-90X - Unfounded,09/27/2017,982978,166273
2128 WEST 7 STREET,BROOKLYN,15 BROOKLYN,Precinct 61,47,,06/07/2017,Closed,10-95 - Refer to Another Agency,06/07/2017,990254,156308
552 METROPOLITAN AVENUE,BROOKLYN,01 BROOKLYN,Precinct 90,34,3027610020,06/01/2017,Closed,10-93C - Report Prepared,06/01/2017,997960,199431
1244 MYRTLE AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,34,3032270021,09/20/2017,Closed,Cleaning crew dispatched.  Property cleaned.,12/05/2017,1004339,193526
1355 MYRTLE AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,37,3032560003,10/24/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/29/2017,1005554,193701
1215 BEDFORD AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,36,3018370005,09/17/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/20/2017,997125,187660
960 WILLOUGHBY AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,34,3032060001,03/21/2017,Closed,Cleaning crew dispatched.  Property cleaned.,06/26/2017,1003493,193530
720 EAST  216 STREET,BRONX,12 BRONX,Precinct 47,12,2046630024,02/09/2017,Closed,Cleaning crew dispatched.  Property cleaned.,05/30/2017,1022108,260338
790 BROADWAY,BROOKLYN,03 BROOKLYN,Precinct 81,36,3015780014,10/13/2017,Closed,Cleaning crew dispatched.  Property cleaned.,11/02/2017,1000710,194305
2265 OLINVILLE AVENUE,BRONX,11 BRONX,Precinct 49,15,2043410075,09/15/2017,Closed,Cleaning crew dispatched.  Owner refused.,10/25/2017,1020606,252399
60 ORCHARD STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1003097502,08/18/2017,Closed,Cleaning crew dispatched.  Property cleaned.,10/25/2017,986785,200457
70 MONROE STREET,MANHATTAN,03 MANHATTAN,Precinct 5,01,1002540020,09/17/2017,Closed,Cleaning crew dispatched.  Owner refused.,10/24/2017,986259,198576
101 SOUTH    2 STREET,BROOKLYN,01 BROOKLYN,Precinct 90,34,3024040032,07/08/2017,Closed,Cleaning crew dispatched.  Property cleaned.,09/18/2017,994277,199373
111 ESSEX STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1004100038,07/29/2017,Closed,Cleaning crew dispatched.  Cannot locate property.,09/14/2017,987613,201311
1500 MACE AVENUE,BRONX,11 BRONX,Precinct 49,13,2044780032,07/19/2017,Closed,Cleaning crew dispatched. No graffiti on property.,08/23/2017,1027625,253642
800 FLUSHING AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,34,3031310021,07/12/2017,Closed,Cleaning crew dispatched.  Property cleaned.,08/15/2017,1000857,194726
2098 WHITE PLAINS ROAD,BRONX,11 BRONX,Precinct 49,13,2042870014,07/10/2017,Closed,Cleaning crew dispatched.  Property cleaned.,08/14/2017,1020841,250165
147-46 NORTHERN BOULEVARD,QUEENS,07 QUEENS,Precinct 109,20,4050160039,01/08/2018,Open,Notice of Intent to Clean and Forever graffiti free form sent,,1034373,218100
719 BERRIMAN STREET,BROOKLYN,05 BROOKLYN,Precinct 75,42,3045420004,11/29/2017,Open,Site downloaded for cleaning,,1019417,180223
63-76 WOODHAVEN BOULEVARD,QUEENS,05 QUEENS,Precinct 104,30,4030140014,11/29/2017,Open,Site downloaded for cleaning,,1020945,202567
741 FLATBUSH AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,40,3050640017,11/14/2017,Open,Site downloaded for cleaning,,995446,177786
2502 86 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,47,3068670036,11/17/2017,Open,Site downloaded for cleaning,,987846,157082
2287 MCDONALD AVENUE,BROOKLYN,15 BROOKLYN,Precinct 61,47,3071250001,11/12/2017,Open,Site downloaded for cleaning,,991659,156537
1075 LAFAYETTE AVENUE,BROOKLYN,03 BROOKLYN,Precinct 81,36,3016080045,11/12/2017,Open,Site downloaded for cleaning,,1003905,191559
161-09 UNION TURNPIKE,QUEENS,08 QUEENS,Precinct 107,24,4068310118,11/03/2017,Open,Site downloaded for cleaning,,1038003,201989
1189 MORRIS AVENUE,BRONX,04 BRONX,Precinct 44,16,2024490060,10/01/2017,Open,Site downloaded for cleaning,,1007951,242717
38-05 JUNCTION BOULEVARD,QUEENS,03 QUEENS,Precinct 115,21,4017580001,02/17/2017,Open,Site downloaded for cleaning,,1020371,212384
57 EAST TREMONT AVENUE,BRONX,05 BRONX,Precinct 46,14,2028290026,02/14/2017,Open,Site downloaded for cleaning,,1009640,249412
1267 RANDALL AVENUE,BRONX,02 BRONX,Precinct 41,17,2027650284,01/03/2018,Open,Site to be cleaned.,,1015519,235149
32 EAST  170 STREET,BRONX,04 BRONX,Precinct 44,16,2028420013,01/19/2018,Open,Site to be cleaned.,,1007194,245318
870 STANLEY AVENUE,BROOKLYN,05 BROOKLYN,Precinct 75,42,3043840001,01/23/2018,Open,Site to be cleaned.,,1018354,180589
223 EAST HOUSTON STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1004120061,01/21/2018,Open,Site to be cleaned.,,987992,202427
217 CANAL STREET,MANHATTAN,02 MANHATTAN,Precinct 5,01,1002060031,01/25/2018,Open,Site to be cleaned.,,984490,200663
76 LORRAINE STREET,BROOKLYN,06 BROOKLYN,Precinct 76,38,3005800016,01/17/2018,Open,Site to be cleaned.,,982340,184973
604 WEST  158 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,07,1021340180,12/07/2017,Open,Site to be cleaned.,,999495,243447
32-90 STEINWAY AVENUE,QUEENS,01 QUEENS,Precinct 114,22,4006560070,12/12/2017,Open,Site to be cleaned.,,1006245,215086
51-23 QUEENS BOULEVARD,QUEENS,02 QUEENS,Precinct 108,26,4013200051,12/12/2017,Open,Site to be cleaned.,,1008206,209828
172-19 LIBERTY AVENUE,QUEENS,12 QUEENS,Precinct 103,27,4102200057,12/07/2017,Open,Site to be cleaned.,,1043676,195946
145-09 95 AVENUE,QUEENS,12 QUEENS,Precinct 103,27,4099930028,12/07/2017,Open,Site to be cleaned.,,1037713,193691
83-02 QUEENS BOULEVARD,QUEENS,04 QUEENS,Precinct 110,25,4024760012,12/12/2017,Open,Site to be cleaned.,,1017458,207916
101 WEST  132 STREET,MANHATTAN,10 MANHATTAN,Precinct 32,09,1019170029,12/08/2017,Open,Site to be cleaned.,,1000106,235263
959 FLATBUSH AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,40,3051090004,12/13/2017,Open,Site to be cleaned.,,995850,175418
1926 ATLANTIC AVENUE,BROOKLYN,08 BROOKLYN,Precinct 77,36,3013380038,12/15/2017,Open,Site to be cleaned.,,1005029,185974
22 WEST   39 STREET,MANHATTAN,05 MANHATTAN,Precinct 14,04,1008400060,11/30/2017,Open,Site to be cleaned.,,988896,213241
4468 BROADWAY,MANHATTAN,12 MANHATTAN,Precinct 34,10,1021700070,12/15/2017,Open,Site to be cleaned.,,1002942,251541
